27	3	3.683768	4.449876	1.455663	-5.461685	7.628193	3.683768	-5.028578	7.693779	0.271074	7.628093	3.683768	-8.765433	3.523034	6.685719	2.395435
37	3	8.131342	7.901661	-4.122292	-1.322581	7.058901	8.131342	1.592998	-5.000436	5.401804	2.030462	8.131342	-5.280588	-0.028007	7.630035	1.855010
61	3	6.237349	4.739634	0.066128	-1.946159	6.810364	6.237349	-11.398645	2.512749	6.095583	3.273937	6.237349	4.726625	-3.445785	2.239953	3.452186
65	3	6.762037	4.654518	-1.965374	-4.808584	6.904321	6.762037	-3.397307	1.900159	0.818100	6.903993	6.762037	-8.279345	-2.104681	6.023729	0.775275
81	3	6.183101	-5.753626	4.267858	0.990042	7.062402	6.183101	5.693776	-1.672087	-4.176716	7.063319	6.183101	-3.845669	-1.508939	5.841683	1.462992
119	3	6.060361	3.712953	0.058333	-4.962255	6.268001	6.060361	-10.005320	4.708581	5.380914	2.224551	6.060361	-7.637596	6.327400	0.250485	6.267921
121	3	8.736197	-6.212409	3.982790	1.080978	7.125014	8.736197	3.668835	-1.818681	-2.339141	7.126217	8.736197	-6.725844	-1.931632	6.259534	1.800511
146	3	5.436295	-3.063755	5.614561	-0.567627	6.497876	5.436295	6.841090	-1.010016	-5.745886	6.497887	5.436295	-6.085548	1.213452	5.812568	2.084108
151	3	7.158504	7.677168	-3.457127	1.137202	3.949640	7.158504	6.214316	1.386441	-1.701385	8.478516	7.158504	-7.100973	2.438614	5.478115	3.845762
168	3	4.560623	-8.984427	1.270461	6.841944	2.523573	4.560623	-4.972062	2.714927	1.671331	5.328446	4.560623	3.321325	-3.225500	-4.871112	5.355854
169	3	7.735270	-5.820238	-2.504576	5.459041	0.034306	7.735270	6.105702	-4.420215	-1.689003	5.842985	7.735270	-6.176779	0.649971	1.809923	5.783637
213	3	6.169093	-9.226372	3.502606	7.364508	1.923991	6.169093	2.397577	-2.870586	4.541220	1.924616	6.169093	5.955049	-0.529814	-0.660627	6.457339
