17	3	4.674586	1.053709	4.890392	0.070417	-6.530156	6.305577	7.627778	-5.610280	4.674586	2.880859	0.384687	-6.327660	6.166862	6.466504	1.184393	-4.197898	4.674586	1.118401	4.811676	-1.217447	-0.157271	6.454793	7.564240	-5.924340
45	3	6.600964	0.802350	2.282435	6.057909	-7.237605	0.867488	8.842153	5.896464	6.600964	2.512312	-5.731270	1.056023	7.120239	4.475040	2.204886	1.129128	6.600964	-2.781592	5.064541	6.844839	-7.374503	0.865377	8.842214	5.896468
68	3	1.960556	-3.595580	5.533257	7.022142	-12.835318	2.564625	7.184669	-0.380516	1.960556	0.226846	1.600827	5.177035	-7.662925	2.570213	7.184669	-0.380520	1.960556	0.227248	-1.981124	-0.018306	8.538840	7.266385	0.778971	0.106261
79	3	6.632966	2.369455	-0.563726	-2.281999	6.161965	6.591816	-1.460750	2.128227	6.632966	-3.931432	4.780358	7.822327	-15.869857	2.486661	5.083048	7.010819	6.632966	1.218890	3.598265	3.120901	-7.737257	5.476943	5.083048	2.362988
84	3	8.303662	4.308786	0.169979	2.198416	-5.899037	5.305360	5.273130	2.307635	8.303662	0.466164	-1.650705	0.428930	4.882770	5.506709	-0.739415	3.530780	8.303662	-2.840900	6.358153	8.201293	-11.048818	-0.801165	5.285935	4.477376
148	3	5.030716	0.710928	-2.746140	-5.968244	8.260190	6.762337	-2.237905	-2.382100	5.030716	-2.327222	4.285334	0.178100	5.026698	6.266731	-1.125252	-2.399626	5.030716	-2.965862	8.347486	4.152849	-3.457886	3.964358	3.678926	-3.038010
170	3	7.861424	2.890272	-2.574260	-4.686445	4.780764	6.285146	1.861440	-1.299861	7.861424	1.528958	3.662473	1.200148	-5.530687	1.564612	6.578580	2.025365	7.861424	-0.291291	5.221666	1.539614	-5.685396	0.718967	6.578621	2.054133
194	3	7.056759	-5.621565	5.695663	5.546101	-8.679322	1.997487	4.212572	6.276011	7.056759	0.195164	-6.564300	-3.200563	7.349525	8.026446	1.495993	2.262552	7.056759	-1.570489	0.097974	5.387338	-7.933859	1.997502	4.212572	6.276011
195	3	6.259753	-5.198759	-0.082740	3.439035	4.000849	0.033917	1.048421	8.293189	6.259753	-9.979563	6.512566	7.207055	-10.276830	-0.357333	7.176437	4.248211	6.259753	-10.045250	6.507419	7.158649	-1.000763	-0.357333	1.477465	8.279207
208	3	7.417701	-5.568770	6.718150	6.392446	-18.929606	-0.797948	8.445805	4.927249	7.417701	0.060214	0.775148	5.388693	-12.498374	-0.795719	8.445805	4.927249	7.417701	0.061183	-2.772988	1.297054	5.742427	5.680067	1.949528	5.061321
