1	3	7.174710	-4.317521	4.540665	-0.844711	7.174710	5.976418	-1.808322	-6.755946	7.174710	-10.356580	4.540667	5.504166
2	3	6.359428	3.515487	0.337564	-1.658099	6.359428	-13.511811	5.835431	6.952424	6.359428	-9.028163	5.835430	1.192875
8	3	6.618132	-10.736790	6.688122	5.255066	6.618132	6.612745	1.148003	-6.621330	6.618132	-5.650118	6.680365	-0.043847
13	3	6.436004	-3.900514	5.517923	1.081106	6.436004	7.148318	-0.872273	-2.285024	6.436004	-10.228441	5.518032	5.549917
29	3	6.146699	6.542298	-1.506150	-5.645665	6.146699	-3.679093	4.035106	1.200755	6.146699	-6.052355	4.042779	6.351871
32	3	5.247798	4.380426	-0.803021	-2.944102	5.247798	-0.649391	2.842575	5.894483	5.247798	-7.628462	3.758429	6.684568
49	3	6.956487	5.888702	-6.012806	-1.890995	6.956487	-2.472201	-0.913445	6.608143	6.956487	3.373296	-6.012736	4.746241
59	3	6.796031	5.698691	-1.664254	-8.720416	6.796031	-3.664090	3.949917	-2.650459	6.796031	-4.027868	3.952583	3.555799
60	3	6.532771	3.786492	3.159477	-8.983283	6.532771	-1.057309	7.000851	-7.598008	6.532771	1.048617	4.984910	-8.982892
61	3	4.710362	-9.019843	6.714729	-1.468813	4.710362	1.459297	0.637377	-5.792454	4.710362	-11.187826	6.714729	4.959888
72	3	7.342032	6.830171	0.475730	-2.154336	7.342032	-8.644936	5.498376	7.961974	7.342032	0.507226	1.031037	5.450413
79	3	6.420161	7.212000	1.163256	-5.091763	6.420161	-4.275032	7.450636	5.897548	6.420161	-2.042541	7.450579	-0.049342
88	3	5.399390	3.506511	0.583423	-6.289260	5.399390	-3.963565	6.438726	4.657799	5.399390	-10.208697	6.589431	4.657844
91	3	6.684507	-0.924042	6.636133	7.669172	6.684507	-3.853927	6.728779	8.237844	6.684507	2.554946	0.231569	6.946738
93	3	6.093857	-7.717944	5.276760	-0.277079	6.093857	3.867476	-0.470678	-3.287463	6.093857	-13.442493	5.276801	6.226470
