Node_Config Probability Error
1011 0.101817 0.000112
0011 0.219117 0.000685
0100 0.101350 0.001192
1101 0.087008 0.002838
1100 0.217300 0.001423
0010 0.087050 0.001348
0110 0.048208 0.000821
1010 0.033842 0.000380
1001 0.048867 0.001067
0101 0.033050 0.000722
0000 0.001883 0.000421
1110 0.005600 0.000071
0001 0.005542 0.000498
1000 0.003350 0.000368
0111 0.003683 0.000201
1111 0.001933 0.000224
