Node_Config Probability Error
0100 0.122575 0.000495
1100 0.270467 0.001115
1011 0.123033 0.000641
0011 0.271917 0.002551
1001 0.046300 0.001717
1101 0.040925 0.000625
0110 0.047125 0.000460
0010 0.041375 0.000127
1111 0.002483 0.000184
1110 0.004875 0.000255
0000 0.002325 0.000201
0101 0.008583 0.000319
1000 0.001808 0.000343
1010 0.008900 0.000584
0001 0.005217 0.000437
0111 0.001692 0.000307
