Node_Config Probability Error
0010 0.025692 0.000386
1101 0.026350 0.000475
1100 0.258533 0.001082
0100 0.098308 0.001196
0011 0.255725 0.000852
0110 0.071775 0.001035
0000 0.002150 0.000162
1001 0.072592 0.000685
1110 0.034842 0.000539
1011 0.097575 0.001476
0001 0.033900 0.000382
0101 0.007142 0.000220
1010 0.007442 0.000105
1000 0.002750 0.000178
0111 0.002867 0.000131
1111 0.001958 0.000343
