Node_Config Probability Error
0011 0.221433 0.001817
1100 0.222467 0.001215
1101 0.042067 0.000290
0001 0.044508 0.000125
1010 0.013383 0.000178
0100 0.085575 0.000915
1110 0.045083 0.001214
0010 0.041725 0.000471
1001 0.088658 0.001079
1011 0.084367 0.000881
0110 0.090792 0.000165
0101 0.013433 0.000915
0111 0.002042 0.000156
0000 0.001108 0.000116
1000 0.001700 0.000106
1111 0.001258 0.000148
