Node_Config Probability Error
0111101100111100000000 0.000009 0.000010
0110111110111000001101 0.000009 0.000002
0000001100111100000101 0.000018 0.000002
1001011011000011111111 0.000003 0.000011
0001110011000011111001 0.000095 0.000004
0001111011101011000011 0.000008 0.000002
1011000100011100001110 0.000061 0.000004
1001100101111000000000 0.000003 0.000002
0001111011110001010100 0.000020 0.000002
0001001001010101110101 0.000003 0.000002
0001111011101010011010 0.000024 0.000004
1010100100011100001001 0.000029 0.000002
0001111011100011110011 0.000059 0.000002
1011000101111100001100 0.000002 0.000015
0010001100111100000010 0.000002 0.000002
0101111011110011011101 0.000052 0.000006
0110101100111100000101 0.000026 0.000004
0011000101011100000101 0.000002 0.000002
0110111110111000000001 0.000027 0.000002
1000000000001110110010 0.000015 0.000002
0101101011110001111101 0.000002 0.000002
0010001101111100000101 0.000002 0.000024
1001000100010100110101 0.000006 0.000002
1011000100001100001010 0.000002 0.000004
1001000100011100001101 0.000002 0.000056
0001011011000011110010 0.000026 0.000004
0111111111111000000111 0.000002 0.000004
0111111011111011011100 0.000008 0.000002
0101011011101011010110 0.000012 0.000004
0110101110110100100101 0.000006 0.000008
0111111111111011001001 0.000002 0.000013
0100111011000011110111 0.000033 0.000006
0111111111111010010001 0.000003 0.000012
1010000101111100001100 0.000042 0.000007
1010010101111100000100 0.000017 0.000002
0111001100111100000100 0.000020 0.000002
1000000000000101111010 0.000117 0.000009
1000011011000111110011 0.000009 0.000011
1110001110111110000110 0.000005 0.000006
0001111011101011111110 0.000002 0.000009
1001000001000011111010 0.000009 0.000004
1000110011000011111011 0.000024 0.000004
1010000100001100000011 0.000132 0.000006
0100111011110001111001 0.000021 0.000008
1011000100011100000011 0.000033 0.000006
0001111111111000001101 0.000086 0.000009
0111110010101011011010 0.000002 0.000002
0111111010101010111011 0.000002 0.000008
0111100100111100001000 0.000011 0.000013
0101111011101011000011 0.000021 0.000002
1111100100111100001001 0.000008 0.000006
1110000100010100111101 0.000021 0.000011
0110101110111000000100 0.000023 0.000002
1101110011000011111111 0.000008 0.000002
0001010001000011111111 0.000080 0.000004
0110110111111000000101 0.000120 0.000013
0000011011000111111011 0.000011 0.000011
1010000100111100001010 0.000035 0.000006
0001110101010000000001 0.000002 0.000006
0111101110111000101101 0.000008 0.000006
0001110011000011110001 0.000042 0.000004
0110001110001110101111 0.000002 0.000004
1100001011010101110100 0.000006 0.000002
0001111011100011111010 0.000073 0.000006
1111100100011100001001 0.000002 0.000004
0100111011101011001001 0.000002 0.000023
1110100100111100000101 0.000044 0.000002
1010001000000111111010 0.000029 0.000017
0001111011000011111000 0.000029 0.000020
0100001011010100110101 0.000006 0.000004
0011111111111000001100 0.000008 0.000002
1000011011000011111011 0.000020 0.000008
0111110110101010001010 0.000003 0.000004
0111110111111010000001 0.000021 0.000004
0000111011101010010011 0.000003 0.000020
0001000100111100001001 0.000006 0.000002
1110111010000111111011 0.000005 0.000008
1000110011000011110011 0.000015 0.000002
1001001000000111110011 0.000088 0.000020
0111111011100011110110 0.000008 0.000008
1011000100001110100110 0.000045 0.000002
0001110011101011011010 0.000036 0.000011
0001110011100011011000 0.000003 0.000002
1001010011000011111010 0.000020 0.000023
0100111011100011110101 0.000012 0.000004
0001001000000011111011 0.000005 0.000006
1001000100011100001000 0.000005 0.000002
0100111011100011111010 0.000080 0.000004
0001100101111100000001 0.000002 0.000006
1001000000000011110010 0.000042 0.000004
0110111011110000011100 0.000002 0.000004
0001111101111000000001 0.000042 0.000008
1010001100011100000100 0.000012 0.000002
0011111111111000001001 0.000006 0.000018
0001111011101011010110 0.000014 0.000006
0111110100111000001001 0.000002 0.000006
0010001100111100000111 0.000052 0.000002
0001110101101010001011 0.000005 0.000004
0100001011110101110101 0.000006 0.000004
0100111011100011110110 0.000012 0.000004
0001010101010001001101 0.000006 0.000013
1110000100001110100011 0.000024 0.000004
1010000100011100100001 0.000009 0.000002
0001111011110001011100 0.000014 0.000002
1110001110001110101110 0.000020 0.000006
0001110101111010000000 0.000002 0.000004
1001001000000111111010 0.000106 0.000002
1001010001101010011010 0.000008 0.000013
0100111111111000001100 0.000103 0.000002
1000000100011100000110 0.000039 0.000006
1011000100001010011010 0.000003 0.000002
1110000100000101111110 0.000003 0.000013
1000010011000111111010 0.000011 0.000004
0110100110111100000001 0.000023 0.000002
0101110011000011110011 0.000026 0.000002
1000000001010100110000 0.000003 0.000007
0000000101010100001101 0.000003 0.000002
1101110011000011111001 0.000021 0.000002
1000000000000111110101 0.000006 0.000002
1110101010000111110011 0.000021 0.000017
0101011011100011111110 0.000065 0.000002
0011000100111100000100 0.000024 0.000002
0100011011000011111011 0.000027 0.000004
0111101110111100001001 0.000012 0.000012
0001011011100011111111 0.000036 0.000002
0001010101111000000000 0.000023 0.000009
0000110111111000000101 0.000002 0.000009
0000011011100011011010 0.000002 0.000010
0100111011100011111000 0.000068 0.000006
1001000000001110100011 0.000002 0.000010
0110111011110001011101 0.000012 0.000012
1110000100001110000010 0.000002 0.000002
0110110111111000001101 0.000074 0.000002
1110000100010100000100 0.000002 0.000009
0101101011000011110111 0.000002 0.000006
1111111010000011111110 0.000009 0.000009
1110001010000111110111 0.000115 0.000002
0010000101011100001101 0.000006 0.000004
1000011011000111111110 0.000035 0.000002
1110001000000111111110 0.000130 0.000002
1001000000000101110011 0.000027 0.000023
1011100100011100001100 0.000005 0.000002
0110101100111100000000 0.000018 0.000007
0001011001000011111010 0.000048 0.000004
0010010101111100000101 0.000006 0.000002
1110000100001110001010 0.000002 0.000006
1110101100111100000100 0.000035 0.000002
1111100110111100000000 0.000008 0.000021
1010000100010100110100 0.000035 0.000006
0001011001000011011010 0.000002 0.000010
0111110011110001111101 0.000003 0.000008
1000000001010101100001 0.000002 0.000002
0001011000101011010011 0.000002 0.000006
0001011011000011110011 0.000071 0.000006
1111101110111000001100 0.000002 0.000002
1001010000000011111011 0.000009 0.000002
0100111011110001011101 0.000055 0.000006
1010000100001110011011 0.000002 0.000004
1000011001000011110010 0.000015 0.000004
0111111010101011001010 0.000005 0.000002
0111111110101010010011 0.000002 0.000008
0001110111111000000000 0.000165 0.000006
1001110000000011111010 0.000009 0.000004
1100111011000011111110 0.000018 0.000004
0001010011101011010110 0.000008 0.000002
0010111111111100000101 0.000002 0.000006
0000000100111100000001 0.000009 0.000019
0100011011000011111110 0.000018 0.000004
0000001100011100000111 0.000002 0.000008
1000000101010100001101 0.000006 0.000004
1000011001000011111011 0.000029 0.000004
1110001100010100110111 0.000003 0.000006
0001110001101011001010 0.000003 0.000017
0001111001101010010010 0.000002 0.000002
0111000100111100000101 0.000024 0.000002
0111101010000011110111 0.000006 0.000012
1001010001101010010010 0.000005 0.000002
0111111111110001001101 0.000015 0.000002
0101111111110001101101 0.000003 0.000006
0100111011110001010100 0.000014 0.000004
1110001000000111110010 0.000041 0.000004
1100110011000011111010 0.000006 0.000006
0110100100111100001101 0.000029 0.000008
1110101110101110101010 0.000011 0.000002
0101111011101011110001 0.000018 0.000002
1011000100010100000111 0.000005 0.000002
1110100100111100001100 0.000076 0.000006
0110100110111000000101 0.000003 0.000009
0001110001101010001010 0.000003 0.000009
1110001100111100001110 0.000035 0.000011
1110101010000111110010 0.000021 0.000013
0001000100011100001101 0.000002 0.000006
1100001000000111111110 0.000009 0.000002
1000000100111100000011 0.000005 0.000002
0111101100111100001100 0.000009 0.000002
1110101010000111111110 0.000018 0.000004
1010000101010100001100 0.000006 0.000019
1110000100011100001011 0.000008 0.000002
0101101010110000101001 0.000002 0.000002
1010001100010100110101 0.000002 0.000002
1110101100010100110001 0.000002 0.000002
1000000000000110101010 0.000005 0.000002
0001011011100011110110 0.000020 0.000004
1000000100010100100001 0.000017 0.000013
1111100100111100000101 0.000012 0.000002
1110000100011100001000 0.000044 0.000004
1110000100011100001110 0.000015 0.000002
0001010001001010010011 0.000002 0.000004
0001001000101010100010 0.000002 0.000004
0001000101111000000100 0.000003 0.000008
0111110110111000000101 0.000003 0.000036
0100011011000011110111 0.000030 0.000006
1110001100010100100110 0.000003 0.000010
1010001010001110110110 0.000002 0.000004
1010001100011100001101 0.000002 0.000002
0001110101111010000001 0.000002 0.000006
0001010011101010010010 0.000002 0.000013
1100011010000111111011 0.000003 0.000008
0100111011000011111111 0.000044 0.000004
0111111110101010011011 0.000017 0.000002
1110000100111100000011 0.000003 0.000006
1110000000010101100101 0.000003 0.000020
0101111011100001111100 0.000003 0.000010
1000001000000101110110 0.000027 0.000004
0001111011100011110101 0.000011 0.000004
1010000101011100001100 0.000089 0.000008
0001111011110001010001 0.000023 0.000006
0001010011101011010010 0.000009 0.000002
0101110111111000001101 0.000018 0.000004
0001010101111000000100 0.000036 0.000004
0001010001010001110101 0.000002 0.000002
0110101100111100000100 0.000024 0.000006
0001011001101011001010 0.000014 0.000002
1011000100111100000000 0.000048 0.000002
1010000010000111111110 0.000005 0.000015
1010000100010100000010 0.000002 0.000004
1010100100111100001101 0.000008 0.000013
0110111111111100000101 0.000086 0.000006
1010000101010101100101 0.000014 0.000026
0111110110111000000001 0.000012 0.000004
1001110001000011111000 0.000014 0.000009
1010000000001110100010 0.000024 0.000002
1110101110111100000101 0.000027 0.000012
0001111000101011000011 0.000002 0.000004
0111110011000011111111 0.000003 0.000002
0011100100011100001001 0.000003 0.000004
1110001100001110100010 0.000003 0.000002
0000011011000011110011 0.000030 0.000002
1110111011000011110110 0.000002 0.000008
0111110110111000000100 0.000002 0.000004
1010100100111100001001 0.000052 0.000002
0111110011110001011101 0.000005 0.000008
1010000100000101111011 0.000015 0.000011
0001111001110001010101 0.000006 0.000004
1001110001000011110010 0.000135 0.000002
1001111011000011111000 0.000005 0.000006
0001011001000011110111 0.000021 0.000017
1000110001000011110011 0.000003 0.000009
0111111010101011110010 0.000011 0.000002
1010010101011100000100 0.000005 0.000002
1010000010000111110110 0.000002 0.000011
1110101100111100000000 0.000036 0.000006
1110110011000011111011 0.000003 0.000006
1001000100010100000001 0.000002 0.000002
0101111011101010001010 0.000011 0.000006
1001000100010100100000 0.000005 0.000004
0101111111111001011000 0.000002 0.000008
1010000100001100001011 0.000080 0.000011
0111111011100011111101 0.000026 0.000026
1110100110010100110101 0.000009 0.000004
0001010101111010001100 0.000002 0.000002
0110001110111100001110 0.000009 0.000014
1010100100111100000001 0.000102 0.000002
0100111011100011110100 0.000012 0.000015
1110101010000111111001 0.000002 0.000006
0101111011110000011000 0.000002 0.000002
0101110011100011111001 0.000029 0.000022
0010001110111100000100 0.000006 0.000004
1011000100111100000110 0.000017 0.000006
1000000000000110101111 0.000002 0.000006
1110000100111100001000 0.000094 0.000011
0111111011000011111100 0.000008 0.000006
1100001010000111111111 0.000008 0.000006
0001110011000011111111 0.000045 0.000008
0101111011000011110010 0.000121 0.000002
0001011011101011011110 0.000014 0.000002
1110111010000011110011 0.000002 0.000017
0111100100111100001101 0.000035 0.000004
0001111011000011110000 0.000012 0.000004
0111101100111100000101 0.000029 0.000004
1010000100000111111110 0.000008 0.000002
1001100100011100000000 0.000002 0.000010
1001000000000101110110 0.000047 0.000004
1000001001000111111010 0.000003 0.000004
0100111011100011111110 0.000052 0.000006
1100111011000011111000 0.000014 0.000006
0101110111111000001100 0.000036 0.000011
1011000100001100100010 0.000005 0.000008
0101111010101011010011 0.000018 0.000011
0100111011110001011001 0.000047 0.000002
0101101011000011111101 0.000003 0.000002
0110001100011100000111 0.000012 0.000006
0110001100111100001101 0.000086 0.000008
1110100100010100111001 0.000003 0.000009
0001000101111100000000 0.000003 0.000016
1100110011000011111000 0.000005 0.000002
0100111011110101110001 0.000002 0.000015
1110101110010100101100 0.000018 0.000006
1110000100011100100100 0.000006 0.000004
0111100100111000001001 0.000021 0.000004
1000011001000011110011 0.000017 0.000010
1010001000000111111011 0.000042 0.000002
1011100100011100000001 0.000017 0.000006
1000000100111100001100 0.000008 0.000006
1011000100001110101010 0.000048 0.000004
0110111010000011111111 0.000002 0.000006
1110100100011100101110 0.000002 0.000008
0110101110010101100101 0.000006 0.000004
0000111111111000000101 0.000012 0.000002
1000000100111100000110 0.000015 0.000011
0111111010100011111011 0.000059 0.000004
1011100100001010010011 0.000002 0.000004
0101111011110001011000 0.000088 0.000006
1110101110010100110101 0.000015 0.000004
0110000110111100000101 0.000018 0.000002
0000011011100011111011 0.000005 0.000004
0001111011101011011110 0.000014 0.000002
0100001100111100001101 0.000002 0.000012
0111000100011100000101 0.000005 0.000004
0001110001110001010100 0.000006 0.000006
0010001100111100001011 0.000005 0.000002
1010001100011100000110 0.000026 0.000011
1110100100011100000100 0.000011 0.000011
1010000100010100101011 0.000005 0.000002
0100110011000011111011 0.000002 0.000006
1110001100011100000100 0.000018 0.000006
0000000100111100000101 0.000003 0.000011
0111111011110001011101 0.000055 0.000002
1010000100010101100100 0.000045 0.000002
0111110011100011111011 0.000005 0.000004
0111100100111100000000 0.000008 0.000009
0110100100111100000100 0.000005 0.000006
0000010001000011111011 0.000006 0.000006
1001000000001111100010 0.000011 0.000002
0011100100111000001000 0.000005 0.000009
0000111011000011110011 0.000012 0.000004
0001010001001010011011 0.000002 0.000002
1001000000001110110010 0.000009 0.000010
0101111011101011011100 0.000027 0.000008
0101111010000011110011 0.000036 0.000002
1010000100010100110000 0.000003 0.000006
0001010001000011011011 0.000015 0.000013
0111111011100011110101 0.000008 0.000002
1000000101011100000100 0.000056 0.000002
0011100100111100001101 0.000008 0.000006
1101111010100011110010 0.000003 0.000004
0000001100111100000110 0.000003 0.000013
0101110011110001011001 0.000011 0.000007
0001111011101011110010 0.000009 0.000002
1010000100111100001111 0.000015 0.000006
1110001111111100000100 0.000002 0.000006
1000000000001110100110 0.000005 0.000002
0110101111111100000101 0.000020 0.000002
1110000101111100001101 0.000003 0.000009
0111101010001010110011 0.000002 0.000002
1101111011100011111110 0.000014 0.000012
1010000100001110101011 0.000097 0.000004
1110101011000111111110 0.000002 0.000002
0000011001000111110011 0.000015 0.000002
1010001000000111111110 0.000073 0.000004
1110000100010100100110 0.000003 0.000002
0100011011101011000011 0.000002 0.000013
1010000100000101110011 0.000032 0.000002
0001111011101010011110 0.000003 0.000004
0001110011000011111000 0.000030 0.000002
0001010101101010000011 0.000014 0.000006
1000000000001111100011 0.000002 0.000004
0001010001101011011010 0.000008 0.000006
1110100100010100100101 0.000027 0.000004
0111111011111001010101 0.000002 0.000002
0101001010000111111111 0.000002 0.000011
1011000100011100001101 0.000030 0.000002
0010010101111100000100 0.000002 0.000004
0101011011100011110111 0.000035 0.000004
0101111010101011001011 0.000009 0.000006
1110101110010100111101 0.000009 0.000002
1000000101010100010100 0.000003 0.000021
0110001010001111110011 0.000002 0.000002
0111111111111011001100 0.000005 0.000004
1110000110111100001000 0.000002 0.000009
0110111111111010000101 0.000023 0.000013
0111011010000011110011 0.000002 0.000013
0111111011000011111010 0.000014 0.000010
0101101011010001110101 0.000002 0.000004
0110101111111100000100 0.000008 0.000004
0010001100011100000111 0.000009 0.000002
0001011001101010000011 0.000005 0.000022
1001110000000011110011 0.000006 0.000002
0111101111111100000100 0.000002 0.000004
1110000100010101100101 0.000023 0.000004
0010011100111100001110 0.000002 0.000002
1111100110111000001000 0.000012 0.000002
0110100100111100000000 0.000008 0.000004
1110001110010100111100 0.000012 0.000002
1110001100010100001100 0.000002 0.000008
0100111011110001011100 0.000029 0.000014
0101111011111011010100 0.000008 0.000011
0111110111110001011101 0.000005 0.000006
1000000000001111110010 0.000006 0.000004
1011000100011100001100 0.000064 0.000004
0100111111111000000101 0.000100 0.000002
1110001100001110101010 0.000014 0.000002
1000110001000011111011 0.000005 0.000002
0111100100111100001100 0.000014 0.000008
1010000100010100001011 0.000002 0.000002
0101111010100011110011 0.000089 0.000002
0001110001000011110111 0.000011 0.000015
1000010101111000000000 0.000005 0.000002
0101111101111000000000 0.000008 0.000013
1001000101010100101101 0.000002 0.000004
1100000000000111111011 0.000006 0.000002
0000111111111000001101 0.000003 0.000015
0111101010000011111011 0.000006 0.000004
0001011011101011010110 0.000017 0.000004
1110000100010100101100 0.000035 0.000009
0001110011100011111001 0.000035 0.000002
1001111011000011111010 0.000052 0.000002
1110101110010100100101 0.000023 0.000002
0110111100111100000000 0.000003 0.000002
1110101100010101101100 0.000002 0.000006
0110001111111100000100 0.000012 0.000020
0101110011000011111010 0.000008 0.000007
1001000001000111110111 0.000017 0.000004
1110001110111100000001 0.000003 0.000006
0010000100111100000010 0.000002 0.000002
0000010101111100000100 0.000021 0.000004
1010000100001110111010 0.000011 0.000002
1010000100001110100111 0.000058 0.000002
0001011001000111110011 0.000003 0.000004
1110100110011100100100 0.000002 0.000006
0101110111111000001001 0.000058 0.000006
0001110011000011111110 0.000009 0.000004
1000010000000111110011 0.000003 0.000007
0101011011000011111010 0.000020 0.000002
1000010101101011000010 0.000002 0.000002
0100111011110001000101 0.000002 0.000002
0001010001101011000010 0.000021 0.000011
1000000101010100000001 0.000003 0.000004
1110100110010100100101 0.000017 0.000009
0110001100111100000100 0.000089 0.000011
1011000100010101100101 0.000014 0.000004
0101111111110001011101 0.000014 0.000002
1011000100111100001110 0.000006 0.000007
0001111011100011011111 0.000003 0.000004
0001111011000011111100 0.000005 0.000002
1010000100001110001111 0.000002 0.000024
1110001110111100000111 0.000002 0.000004
0110111110111100000101 0.000014 0.000004
1110000100010101110101 0.000008 0.000002
1000000100011100001001 0.000006 0.000002
1000000001010101110100 0.000014 0.000002
1110100100011100000000 0.000032 0.000002
1001000100111100000001 0.000002 0.000002
0111101110011100101101 0.000002 0.000002
0110110111110001011101 0.000002 0.000002
1010000100000100100110 0.000015 0.000004
1000000000010100110000 0.000005 0.000004
0111100100111100001001 0.000011 0.000004
0111101100111100000100 0.000030 0.000012
0001010001001011010011 0.000005 0.000009
1010000000001110101010 0.000002 0.000002
0111111010101011110011 0.000009 0.000008
1110001110001110100111 0.000005 0.000004
1011110100111000000000 0.000002 0.000002
0001111001000011111011 0.000044 0.000006
0101110011101011011000 0.000003 0.000006
1110101110101110101011 0.000005 0.000002
0001010001101010011110 0.000003 0.000009
0000110011000011111011 0.000002 0.000004
0101011011000011110011 0.000015 0.000006
1011100100011000000001 0.000002 0.000012
0111111111111001010000 0.000002 0.000004
1110000100001100100010 0.000002 0.000007
1011100100111100000100 0.000036 0.000002
0000011011101010011110 0.000003 0.000002
0001010001101011010110 0.000005 0.000002
0110101010000111111011 0.000008 0.000009
1010000100010100000111 0.000073 0.000002
1001000100011100000100 0.000020 0.000002
1001010011000011110111 0.000015 0.000002
1110000100010100110110 0.000002 0.000004
1111100100111100001100 0.000035 0.000002
0110101110111100100100 0.000005 0.000009
0100111011110011110101 0.000006 0.000002
0001110011100011111000 0.000005 0.000004
0001010001101010010010 0.000005 0.000009
0111111111111000011000 0.000002 0.000004
0011110101111000000000 0.000012 0.000002
1011100100011100000000 0.000035 0.000015
0010000100111100000001 0.000027 0.000002
0101111011101010010011 0.000017 0.000007
0110111110111100000000 0.000015 0.000013
0001110001000011111111 0.000018 0.000002
1010001100001110101110 0.000011 0.000008
1110101110001110100010 0.000002 0.000004
1110101010010101111001 0.000002 0.000002
1110000100111100000111 0.000030 0.000009
0001110001100011011101 0.000002 0.000012
1110001110010100110101 0.000008 0.000002
0001000101011100001101 0.000002 0.000008
1010000100010100001000 0.000003 0.000018
0101111011111000000000 0.000002 0.000011
1011000100111100000001 0.000021 0.000002
1111111010101011110110 0.000002 0.000002
0011001100111100000101 0.000003 0.000004
0001110011101010011010 0.000012 0.000002
1100111011100011110010 0.000006 0.000006
0001011011101011001010 0.000006 0.000002
0100111011000011110011 0.000083 0.000002
1000010011000011110111 0.000006 0.000013
0110001100111100001000 0.000009 0.000007
1110000100111100001110 0.000030 0.000006
0101111011110000010101 0.000012 0.000002
0111101110111000001000 0.000020 0.000008
1110101010000111110111 0.000003 0.000004
0111111111111000001111 0.000003 0.000004
1011000100010100111101 0.000006 0.000008
0000011001000011110011 0.000020 0.000006
0001111011000011110101 0.000015 0.000004
1001000101011100000100 0.000008 0.000008
0011100100111000000001 0.000038 0.000002
0100111011101011010011 0.000018 0.000009
0101110011111010000001 0.000003 0.000002
1000010011000111110010 0.000002 0.000008
1111110011000011111001 0.000003 0.000002
1110001010101110100010 0.000002 0.000004
0101101110111000000101 0.000006 0.000011
0100110111111000001001 0.000002 0.000002
1110101010101111100010 0.000002 0.000002
1101110011000011111010 0.000059 0.000002
0011100100111000001001 0.000018 0.000017
1111000100111100001101 0.000006 0.000009
0001011001100011010011 0.000002 0.000004
1111000000000111111111 0.000020 0.000007
1101110011100011111010 0.000003 0.000004
1110000010000111111011 0.000021 0.000002
1001011011000011110110 0.000015 0.000002
1110000110111100000101 0.000030 0.000002
0101011011101011010011 0.000003 0.000002
1110001110010100100101 0.000020 0.000002
1100001011010101111100 0.000002 0.000002
0101111010100011110010 0.000024 0.000004
0111101110111100101100 0.000002 0.000007
0100011011000011111111 0.000058 0.000002
0111111011100011110000 0.000002 0.000004
0000000100011100000111 0.000003 0.000002
0111111011100011111010 0.000024 0.000011
1000000100000100100011 0.000002 0.000022
1110000100010100100011 0.000002 0.000002
1000000100011100001101 0.000011 0.000004
1000001000000101110111 0.000027 0.000004
1000110001000011111010 0.000006 0.000002
1001110001000011110111 0.000009 0.000015
1001000001000011111011 0.000009 0.000002
0001110001100011111010 0.000005 0.000008
1110000110111100000000 0.000002 0.000002
1110010000000011111010 0.000002 0.000009
0100111011100011011001 0.000008 0.000006
0111111111101010001010 0.000002 0.000006
1110001100001110100011 0.000003 0.000004
0110001110111100100111 0.000002 0.000013
1000000101011100001100 0.000024 0.000002
0000011011000011110111 0.000036 0.000004
0000111101111000000000 0.000006 0.000006
0001111011110001000101 0.000005 0.000010
1111001000000111110011 0.000002 0.000010
1110000110111100000100 0.000038 0.000004
0001110111111000001100 0.000047 0.000002
0010110111111000000000 0.000002 0.000011
0101111011100001111101 0.000005 0.000004
0001111101111000001101 0.000011 0.000002
1000000001000101110001 0.000003 0.000002
0111111111110001011101 0.000052 0.000004
0001010001001010011110 0.000002 0.000002
1110001010000111110011 0.000044 0.000006
1001111000000011111010 0.000002 0.000002
1011000100111100001000 0.000021 0.000002
0101111011100011011011 0.000030 0.000006
1000000100010100100000 0.000015 0.000004
0000011011000011111110 0.000018 0.000009
1110001010001111110010 0.000017 0.000002
0000010001000011111111 0.000002 0.000004
0010001100011100001101 0.000003 0.000002
1010000010000111110111 0.000009 0.000002
0101111011000011110100 0.000014 0.000002
1110100100010100101001 0.000009 0.000002
0100111111111100000101 0.000006 0.000002
1000000000000111101010 0.000002 0.000004
0101111011110001101101 0.000017 0.000004
0001011101111000000000 0.000003 0.000009
0001001100111100001000 0.000002 0.000002
0111111011100011011001 0.000002 0.000004
1110100111010100101101 0.000003 0.000011
1000000000000110111010 0.000002 0.000016
1110000100010100110100 0.000014 0.000002
1110100100010101110100 0.000002 0.000008
1011000000000101110110 0.000003 0.000004
0111111110101011001010 0.000018 0.000002
1110001010001110110010 0.000003 0.000006
1110001100010100101111 0.000006 0.000008
0001010001000111111011 0.000003 0.000004
1000000000000101111100 0.000006 0.000002
0110011110111100001110 0.000002 0.000002
1001000100001100000110 0.000003 0.000009
1000111011100011110010 0.000002 0.000004
1110001110010101100100 0.000002 0.000009
0111001110111110000110 0.000002 0.000002
0001011001101010010010 0.000008 0.000004
0110001110010100100101 0.000012 0.000004
0101111111110000011101 0.000006 0.000004
1110101010010101111101 0.000008 0.000006
0100111011101011000010 0.000005 0.000006
1110000100001110100110 0.000017 0.000004
0001111101111000000000 0.000050 0.000006
1110001010001110111010 0.000003 0.000002
1000011001000011111010 0.000035 0.000002
1101111011100011111000 0.000018 0.000002
0110111010000111111011 0.000002 0.000002
1010000100000111111111 0.000009 0.000004
1011000100001111101010 0.000008 0.000004
1100001010000111110110 0.000005 0.000002
1100010011000011110010 0.000002 0.000002
0011010100101010000011 0.000003 0.000002
0010001100111100000110 0.000015 0.000002
1100011011100011111010 0.000008 0.000002
0101111011111011010001 0.000017 0.000006
0100111011000011111011 0.000115 0.000007
1101000000000111110011 0.000003 0.000012
0001111001110001010001 0.000005 0.000002
1000011011000011110010 0.000015 0.000004
1010000100000110100110 0.000006 0.000004
1011000100011100001111 0.000020 0.000004
1100001011010101111101 0.000005 0.000006
1110111011000011111010 0.000008 0.000002
0110001110101110100111 0.000003 0.000004
0101111010000011110010 0.000003 0.000002
1010000100010100000110 0.000024 0.000006
1110100000010101110001 0.000002 0.000002
0000010101111100001000 0.000003 0.000013
1010000100010101110001 0.000005 0.000002
1000000001010101110101 0.000012 0.000006
0110011010000111110011 0.000002 0.000011
0111111111101011011010 0.000003 0.000002
0010000100111100001111 0.000003 0.000006
0100011011100011011011 0.000002 0.000011
0000011011101011011010 0.000002 0.000002
1000010101111100000100 0.000011 0.000006
0101111011100011011010 0.000014 0.000002
0111111011110011111101 0.000030 0.000002
1110110111111100001000 0.000002 0.000002
1000011011000011111110 0.000024 0.000004
0011100100011100000101 0.000005 0.000008
1001000001000111110011 0.000008 0.000012
1000000100011100000010 0.000052 0.000004
1110111110111100001000 0.000002 0.000006
0001010001000011111110 0.000009 0.000006
1000110101111000000000 0.000002 0.000002
0010000100111100000100 0.000009 0.000002
0100111111111100000000 0.000002 0.000004
0100111011101011010010 0.000041 0.000006
0001011001110001010101 0.000008 0.000002
1110001110011100000110 0.000005 0.000006
1110000000010101110101 0.000008 0.000004
0000111011110001010101 0.000002 0.000002
1011000100001110000010 0.000009 0.000006
1000011011000011110011 0.000012 0.000002
0101101010100011111101 0.000002 0.000004
0011110100101010001011 0.000006 0.000002
1110001100010101110100 0.000002 0.000006
0001111011101010010110 0.000002 0.000008
1010100100011100001101 0.000003 0.000002
1100111010000011110011 0.000003 0.000002
0101111011110011010001 0.000015 0.000002
1000011001000111111010 0.000052 0.000004
0001111001000011111111 0.000008 0.000012
0101101010000011111011 0.000014 0.000004
1011000100010100101101 0.000042 0.000014
0101110011000011111100 0.000006 0.000004
1110001000001110110010 0.000002 0.000009
1111100110111000000100 0.000029 0.000002
1111100010000011111111 0.000005 0.000006
0100011011110001011100 0.000002 0.000002
0111111010101010111010 0.000005 0.000012
1110101010101111110010 0.000005 0.000004
1110100100010101110000 0.000002 0.000002
1010000100000100101110 0.000017 0.000004
1001000001000011110111 0.000002 0.000002
0110111110111000000000 0.000011 0.000002
1001110001101011011010 0.000002 0.000006
1010000100010100000011 0.000011 0.000002
1101110011000011110010 0.000021 0.000002
1110101110111100100001 0.000002 0.000010
0000110101111100000000 0.000002 0.000002
0101111011110001100101 0.000006 0.000002
0111110111111010001101 0.000009 0.000011
0011110101111000000100 0.000011 0.000004
1010000100000111111011 0.000005 0.000002
0001011001000011110011 0.000074 0.000004
0001111001101011011010 0.000003 0.000010
1110101100111100001100 0.000015 0.000004
0111111111111001000100 0.000002 0.000006
0001000100111100001101 0.000006 0.000002
1101011010000011111010 0.000002 0.000004
0111111011100011110011 0.000029 0.000002
1010100100011100001100 0.000005 0.000008
1000000011010101100101 0.000002 0.000010
0111111111110000001101 0.000006 0.000006
1110100110010100001101 0.000002 0.000002
0110001010010101100101 0.000002 0.000004
0110001110111100000111 0.000021 0.000002
1010001100010100100111 0.000002 0.000006
1110100110010100101100 0.000006 0.000006
0011000100011100001101 0.000014 0.000002
1001110000000011111011 0.000011 0.000004
0101110011100011111010 0.000003 0.000011
1110000100010100100100 0.000018 0.000004
0110101110111000001100 0.000014 0.000006
1100111010000011111011 0.000002 0.000002
0111111111111010011000 0.000003 0.000004
0101110011110001010001 0.000014 0.000002
1011000000001110101010 0.000003 0.000010
1010010101010100000101 0.000006 0.000002
1001000000001111101010 0.000002 0.000004
1010110101111000001000 0.000003 0.000002
0101111010101011011110 0.000002 0.000013
0101111101111000000001 0.000012 0.000002
